country	continent
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Spain	Europe
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sri_Lanka	Asia
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Sudan	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Swaziland	Africa
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Sweden	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Switzerland	Europe
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Syria	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Taiwan	Asia
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Tanzania	Africa
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Thailand	Asia
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Togo	Africa
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Trinidad_and_Tobago	Americas
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Tunisia	Africa
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Turkey	Europe
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
Uganda	Africa
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_Kingdom	Europe
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
United_States	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Uruguay	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Venezuela	Americas
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
Vietnam	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
West_Bank_and_Gaza	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Yemen_Rep	Asia
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zambia	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
Zimbabwe	Africa
